                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250218"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      700                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.8546837342512658E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.8546837342512658E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256838257075657E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9256838257075657E+000                 -4.9256838258175879E+000                 -1.4521987604193468E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882450560100E+000                  5.3976374707538438E-002                  2.6626485810624684E-001                  3.9055379110906392E+000                  0.0000000000000000E+000                  1.4891917369311615E+001                  1.4483791582512048E-001                  6.6225825852760414E+000                  6.2123283088095960E-001                  8.5000496627254163E-001                  1.2966429887659314E+000                  6.9999999999999929E-001                  2.7997020236474879E-001                  3.4468833607861245E-003                  9.3805276451495393E-003                  3.4468833607861288E-003                  9.3805276451495393E-003                  7.0000000000000007E-001                  2.7997020236474884E-001                                        0                                        2 
                                      50                                      700                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.9205806205641638E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.9205806205641638E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256836546607197E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256836546607197E+000                 -4.9256836547707419E+000                 -1.4521986979854628E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882523084881E+000                  5.3976387836078686E-002                  2.6626485016555945E-001                  3.9055379269720141E+000                  0.0000000000000000E+000                  1.4891917453691278E+001                  1.4483797938228590E-001                  6.6225826060550137E+000                  6.2123283086930281E-001                  8.5000496627254141E-001                  1.2966429887659334E+000                  6.9999999999999829E-001                  2.7997020236474884E-001                  3.4468833607861236E-003                  9.3805276451495410E-003                  3.4468833607861288E-003                  9.3805276451495393E-003                  6.9999999999999973E-001                  2.7997020236474884E-001                                        0                                        2 
                                      55                                      700                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2338228839315400E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2338228839315400E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256832221128626E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9256832221128626E+000                 -4.9256832222228848E+000                 -1.4521985615577519E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882537878736E+000                  5.3976310300517763E-002                  2.6626480843900818E-001                  3.9055380104251167E+000                  0.0000000000000000E+000                  1.4891917637018832E+001                  1.4483812153424813E-001                  6.6225826471975697E+000                  6.2123283084675718E-001                  8.5000496627254041E-001                  1.2966429887659359E+000                  6.9999999999999540E-001                  2.7997020236474879E-001                  3.4468833607861223E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999999929E-001                  2.7997020236474884E-001                                        0                                        2 
                                      60                                      700                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2808950813109856E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2808950813109856E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256821463745606E+000                 -9.8999999999999986E+001                 -2.0293948446095037E+001                 -4.9256821463745606E+000                 -4.9256821464845837E+000                 -1.4521982266403151E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882435202540E+000                  5.3976043701312912E-002                  2.6626469567464450E-001                  3.9055382359538440E+000                  0.0000000000000000E+000                  1.4891918087279786E+001                  1.4483847170001588E-001                  6.6225827472272849E+000                  6.2123283079209091E-001                  8.5000496627253797E-001                  1.2966429887659434E+000                  6.9999999999998841E-001                  2.7997020236474879E-001                  3.4468833607861219E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999999907E-001                  2.7997020236474884E-001                                        0                                        2 
                                      65                                      700                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745239941851768E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745239941851768E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256794701272506E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9256794701272506E+000                 -4.9256794702372755E+000                 -1.4521973932020284E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882176151257E+000                  5.3975378740543159E-002                  2.6626441500451703E-001                  3.9055387972940991E+000                  0.0000000000000000E+000                  1.4891919207964687E+001                  1.4483934319946512E-001                  6.6225829962489993E+000                  6.2123283065599311E-001                  8.5000496627253253E-001                  1.2966429887659632E+000                  6.9999999999997109E-001                  2.7997020236474879E-001                  3.4468833607861219E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999999807E-001                  2.7997020236474884E-001                                        0                                        2 
                                      70                                      700                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2744312919271069E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2744312919271069E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256728108138343E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256728108138343E+000                 -4.9256728109238619E+000                 -1.4521953193495214E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416881531623106E+000                  5.3973724154227777E-002                  2.6626371661698950E-001                  3.9055401940691539E+000                  0.0000000000000000E+000                  1.4891921996598096E+001                  1.4484151177451807E-001                  6.6225836158998606E+000                  6.2123283031733478E-001                  8.5000496627251798E-001                  1.2966429887660116E+000                  6.9999999999992801E-001                  2.7997020236474879E-001                  3.4468833607861219E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999999440E-001                  2.7997020236474884E-001                                        0                                        2 
                                      75                                      700                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745734977144970E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745734977144970E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256562404869308E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256562404869308E+000                 -4.9256562405969682E+000                 -1.4521901590074352E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416879927840440E+000                  5.3969607052019551E-002                  2.6626197882241814E-001                  3.9055436696582966E+000                  0.0000000000000000E+000                  1.4891928935549846E+001                  1.4484690784134582E-001                  6.6225851577708710E+000                  6.2123282947465541E-001                  8.5000496627248201E-001                  1.2966429887661319E+000                  6.9999999999982043E-001                  2.7997020236474873E-001                  3.4468833607861193E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999998552E-001                  2.7997020236474884E-001                                        0                                        2 
                                      80                                      700                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2749362214196167E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2749362214196167E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256150093485243E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9256150093485234E+000                 -4.9256150094585829E+000                 -1.4521773188568291E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416875937175619E+000                  5.3959362628871195E-002                  2.6625765474380830E-001                  3.9055523178155163E+000                  0.0000000000000000E+000                  1.4891946201486602E+001                  1.4486033471077783E-001                  6.6225889943157581E+000                  6.2123282737787378E-001                  8.5000496627239308E-001                  1.2966429887664324E+000                  6.9999999999955298E-001                  2.7997020236474879E-001                  3.4468833607861184E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999996398E-001                  2.7997020236474884E-001                                        0                                        2 
                                      85                                      700                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2758366014798412E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2758366014798412E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9255124201796967E+000                 -9.8999999999999986E+001                 -2.0293948446095037E+001                 -4.9255124201796967E+000                 -4.9255124202898113E+000                 -1.4521453711487327E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416866007500133E+000                  5.3933872754387761E-002                  2.6624689574166532E-001                  3.9055738358198022E+000                  0.0000000000000000E+000                  1.4891989162193141E+001                  1.4489374336456540E-001                  6.6225985400949039E+000                  6.2123282216086984E-001                  8.5000496627217081E-001                  1.2966429887671787E+000                  6.9999999999888662E-001                  2.7997020236474873E-001                  3.4468833607861171E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999990992E-001                  2.7997020236474884E-001                                        0                                        2 
                                      90                                      700                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2780582955416493E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2780582955416493E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9252571894900097E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9252571894900097E+000                 -4.9252571896002610E+000                 -1.4520658917359405E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416841301624223E+000                  5.3870455267131752E-002                  2.6622012817321905E-001                  3.9056273709566947E+000                  0.0000000000000000E+000                  1.4892096046878681E+001                  1.4497686429026013E-001                  6.6226222882628170E+000                  6.2123280918214541E-001                  8.5000496627161815E-001                  1.2966429887690372E+000                  6.9999999999722895E-001                  2.7997020236474879E-001                  3.4468833607861167E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999977547E-001                  2.7997020236474884E-001                                        0                                        2 
                                      95                                      700                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2834951312488059E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2834951312488059E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9246223662175428E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9246223662175437E+000                 -4.9246223663281352E+000                 -1.4518682249695614E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416779840004159E+000                  5.3712710963673874E-002                  2.6615354834550137E-001                  3.9057605306121301E+000                  0.0000000000000000E+000                  1.4892361915524003E+001                  1.4518363081282556E-001                  6.6226813517041503E+000                  6.2123277690455991E-001                  8.5000496627024191E-001                  1.2966429887736657E+000                  6.9999999999309925E-001                  2.7997020236474884E-001                  3.4468833607861167E-003                  9.3805276451495410E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999944018E-001                  2.7997020236474884E-001                                        0                                        2 
                                     100                                      700                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2967787568910724E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2967787568910724E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9230444072898036E+000                 -9.8999999999999986E+001                 -2.0293948446095037E+001                 -4.9230444072898027E+000                 -4.9230444074012478E+000                 -1.4513770065261395E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416626994015231E+000                  5.3320555927893858E-002                  2.6598804002539783E-001                  3.9060915472523372E+000                  0.0000000000000000E+000                  1.4893022896857602E+001                  1.4569773072256231E-001                  6.6228281375935394E+000                  6.2123269669647796E-001                  8.5000496626680777E-001                  1.2966429887852127E+000                  6.9999999998279727E-001                  2.7997020236474879E-001                  3.4468833607861154E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999860330E-001                  2.7997020236474884E-001                                        0                                        2 
                                     105                                      700                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3308507377663182E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3308507377663182E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9191283335939371E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9191283335939371E+000                 -4.9191283337075227E+000                 -1.4501586419572423E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416247225625780E+000                  5.2346992560961252E-002                  2.6557721201982160E-001                  3.9069132032634899E+000                  0.0000000000000000E+000                  1.4894664022291357E+001                  1.4697449977907565E-001                  6.6231922606634361E+000                  6.2123249778357303E-001                  8.5000496625820876E-001                  1.2966429888141275E+000                  6.9999999995700035E-001                  2.7997020236474884E-001                  3.4468833607861145E-003                  9.3805276451495410E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999650842E-001                  2.7997020236474884E-001                                        0                                        2 
                                     110                                      700                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3714926132995935E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3714926132995935E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9094481267680132E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9094481267680132E+000                 -4.9094481268870602E+000                 -1.4471514533506273E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6415305945389078E+000                  4.9938415190470223E-002                  2.6456117938191709E-001                  3.9089452685392989E+000                  0.0000000000000000E+000                  1.4898725762521268E+001                  1.5013645159990854E-001                  6.6240914948574572E+000                  6.2123200686953062E-001                  8.5000496623647392E-001                  1.2966429888872117E+000                  6.9999999989179618E-001                  2.7997020236474879E-001                  3.4468833607861132E-003                  9.3805276451495393E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999999120399E-001                  2.7997020236474884E-001                                        0                                        2 
                                     115                                      700                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.5821794367615437E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.5821794367615437E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8857465749540578E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8857465749540578E+000                 -4.8857465750875271E+000                 -1.4398148505063496E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6412985062322503E+000                  4.4028747115469863E-002                  2.6207052195773162E-001                  3.9139265833876697E+000                  0.0000000000000000E+000                  1.4908698700390461E+001                  1.5791238869922619E-001                  6.6262872788218319E+000                  6.2123080996095581E-001                  8.5000496618026977E-001                  1.2966429890762015E+000                  6.9999999972318416E-001                  2.7997020236474884E-001                  3.4468833607861128E-003                  9.3805276451495410E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999997743767E-001                  2.7997020236474884E-001                                        0                                        2 
                                     120                                      702                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999932650008E-001                  5.2938430030564823E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999932650008E-001                  5.2938430030564823E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8290212730835407E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8290212730835407E+000                 -4.8290212732584434E+000                 -1.4224010236192379E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6407325093657774E+000                  2.9809783446403660E-002                  2.5609303385614357E-001                  3.9258815595908461E+000                  0.0000000000000000E+000                  1.4932724045633385E+001                  1.7671832458254527E-001                  6.6315046099653649E+000                  6.2122797473582769E-001                  8.5000496602680919E-001                  1.2966429895922238E+000                  6.9999999926280154E-001                  2.7997020236474895E-001                  3.4468833607861106E-003                  9.3805276451495445E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999993951323E-001                  2.7997020236474884E-001                                        0                                        3 
                                     125                                      702                  3.9502607192625280E+005                  4.8184745099054762E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999938900008E-001                  7.2065454616395047E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938900008E-001                  7.2065454616395047E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7001239969095678E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7001239969095678E+000                 -4.7001239972275766E+000                 -1.3835469285603679E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6393954673349684E+000                 -2.8704299902947467E-003                  2.4242701119941379E-001                  3.9532136049043056E+000                  0.0000000000000000E+000                  1.4988195822807382E+001                  2.2054398234910350E-001                  6.6431505232290062E+000                  6.2122166490444508E-001                  8.5000496555345739E-001                  1.2966429911839001E+000                  6.9999999784274669E-001                  2.7997020236474890E-001                  3.4468833607860985E-003                  9.3805276451495428E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  6.9999999981992633E-001                  2.7997020236474884E-001                                        0                                        3 
                                     130                                      705                  9.8295127536994929E+005                  5.2143807401436009E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999951400009E-001                  1.2136281416104280E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999951400009E-001                  1.2136281416104280E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4363931850070824E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.4363931850070824E+000                 -4.4363931860245431E+000                 -1.3066659933102605E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6365323964125942E+000                 -7.0834307526542628E-002                  2.1417121427603833E-001                  4.0097251987510560E+000                  0.0000000000000000E+000                  1.5106060909958906E+001                  3.1535351084993507E-001                  6.6662225529367340E+000                  6.2120900484989672E-001                  8.5000496369662459E-001                  1.2966429974276241E+000                  6.9999999227224763E-001                  2.7997020236474907E-001                  3.4468833607859887E-003                  9.3805276451495445E-003                  3.4468833607861275E-003                  9.3805276451495376E-003                  6.9999999932629431E-001                  2.7997020236474884E-001                                        0                                        3 
